Date,Close/Last,Volume,Open,High,Low
01/27/2025,$26.97,5060256,$26.92,$27.6796,$26.80
01/24/2025,$27.77,4511646,$28.30,$28.67,$27.62
01/23/2025,$28.33,8828170,$27.88,$29.26,$27.68
01/22/2025,$27.65,5025385,$27.36,$28.016,$27.30
01/21/2025,$27.47,5867780,$27.40,$27.57,$26.33
01/17/2025,$27.51,8977526,$27.61,$28.7899,$27.02
01/16/2025,$27.72,4431995,$27.94,$28.14,$27.41
01/15/2025,$27.96,6025350,$28.90,$29.33,$27.84
01/14/2025,$27.88,11796600,$31.26,$31.6799,$27.5601
01/13/2025,$31.02,5566985,$31.60,$31.7999,$30.90
01/10/2025,$32.31,7068203,$32.50,$32.94,$31.40
01/08/2025,$32.96,6319956,$32.97,$33.37,$32.41
01/07/2025,$33.37,13360660,$32.80,$34.40,$31.71
01/06/2025,$32.82,12609410,$31.70,$33.49,$30.76
01/03/2025,$31.65,7461759,$30.80,$32.14,$30.5659
01/02/2025,$30.66,7979732,$31.84,$32.05,$30.3701
12/31/2024,$31.34,7395297,$32.06,$32.44,$31.10
12/30/2024,$32.01,9593140,$31.80,$32.88,$31.61
12/27/2024,$32.20,10141660,$32.39,$33.05,$30.73
12/26/2024,$32.99,20510650,$32.62,$34.37,$31.60
12/24/2024,$31.14,5523507,$31.00,$31.594,$30.58
12/23/2024,$30.90,8226542,$29.82,$31.11,$29.7802
12/20/2024,$29.82,19606720,$28.54,$30.52,$28.3093
12/19/2024,$29.00,10338220,$29.155,$30.60,$28.82
12/18/2024,$28.55,13947260,$31.10,$31.70,$28.34
12/17/2024,$31.26,19948090,$29.635,$31.88,$29.635
12/16/2024,$29.44,8700033,$27.70,$29.59,$27.27
12/13/2024,$27.99,6581586,$28.70,$28.86,$27.922
12/12/2024,$28.75,8855674,$28.90,$29.6592,$28.58
12/11/2024,$28.97,20484960,$27.75,$30.16,$27.51
12/10/2024,$26.93,18209440,$27.88,$28.39,$26.85
12/09/2024,$27.93,11495420,$29.00,$29.86,$27.74
12/06/2024,$29.06,15161440,$29.12,$29.35,$28.11
12/05/2024,$28.63,40704910,$27.00,$30.87,$26.1501
12/04/2024,$27.03,6387537,$27.07,$27.83,$26.63
12/03/2024,$27.44,6009926,$26.55,$27.59,$26.4907
12/02/2024,$27.27,13576630,$28.96,$29.365,$26.745
11/29/2024,$29.05,10473670,$31.01,$31.08,$28.85
11/27/2024,$30.89,12895060,$30.80,$31.55,$30.51
11/26/2024,$30.33,24657340,$29.40,$32.12,$28.78
11/25/2024,$29.67,13090440,$28.05,$29.77,$27.96
11/22/2024,$27.90,7975658,$27.88,$28.46,$27.42
11/21/2024,$27.82,10587190,$29.09,$29.17,$27.18
11/20/2024,$28.45,22089650,$27.26,$29.80,$27.26
11/19/2024,$27.57,8698625,$25.89,$27.60,$25.71
11/18/2024,$26.44,8541606,$26.65,$27.16,$25.85
11/15/2024,$26.59,16451820,$28.08,$28.59,$26.32
11/14/2024,$27.37,16502030,$27.17,$28.28,$26.7203
11/13/2024,$26.46,18490280,$26.26,$28.22,$26.22
11/12/2024,$26.84,18972750,$26.06,$27.10,$24.95
11/11/2024,$27.26,26633020,$25.26,$28.05,$24.6271
11/08/2024,$24.88,15908650,$23.44,$25.3899,$23.24
11/07/2024,$23.45,5554436,$23.07,$23.655,$22.81
11/06/2024,$23.10,6648026,$23.31,$23.82,$22.90
11/05/2024,$22.99,5858361,$22.32,$23.20,$22.2734
11/04/2024,$22.33,4300154,$22.20,$22.65,$21.8823
11/01/2024,$22.41,4744478,$22.40,$23.05,$22.08
10/31/2024,$22.18,5594540,$22.83,$23.0306,$22.05
10/30/2024,$23.28,12383570,$23.40,$24.54,$22.75
10/29/2024,$22.68,10078120,$22.70,$23.20,$22.09
10/28/2024,$22.73,13641240,$20.84,$22.77,$20.73
10/25/2024,$20.57,5989028,$20.65,$21.4299,$20.54
10/24/2024,$20.63,2682336,$20.63,$20.84,$20.48
10/23/2024,$20.54,2944961,$20.73,$20.9799,$20.35
10/22/2024,$20.93,3232303,$20.62,$20.94,$20.43
10/21/2024,$20.70,3956456,$21.10,$21.2166,$20.66
10/18/2024,$21.22,5302231,$21.41,$21.605,$20.98
10/17/2024,$21.41,3015289,$21.50,$21.66,$21.23
10/16/2024,$21.66,4264618,$21.13,$21.75,$21.03
10/15/2024,$21.27,4851908,$21.45,$21.68,$20.975
10/14/2024,$21.33,6636553,$20.75,$21.67,$20.46
10/11/2024,$20.83,3931552,$20.66,$21.22,$20.66
10/10/2024,$20.91,4180798,$20.47,$21.045,$20.375
10/09/2024,$20.50,3914000,$20.50,$20.74,$20.30
10/08/2024,$20.71,4840468,$20.90,$21.27,$20.5258
10/07/2024,$20.90,5988031,$21.35,$21.53,$20.81
10/04/2024,$21.40,5316802,$21.48,$21.97,$21.2873
10/03/2024,$21.20,4665773,$21.36,$21.79,$21.11
10/02/2024,$21.49,5673071,$21.86,$22.30,$21.41
10/01/2024,$21.97,7189201,$22.95,$23.12,$21.81
09/30/2024,$22.93,10181780,$22.30,$23.64,$22.17
09/27/2024,$22.48,7416488,$22.39,$23.10,$21.97
09/26/2024,$22.29,5777488,$22.40,$22.64,$21.87
09/25/2024,$22.18,6139651,$22.16,$22.83,$22.065
09/24/2024,$22.63,12121430,$22.61,$22.72,$21.54
09/23/2024,$22.31,13969520,$21.54,$22.56,$21.2301
09/20/2024,$21.85,61919240,$19.63,$22.03,$19.482
09/19/2024,$19.51,8902553,$19.89,$20.0296,$19.47
09/18/2024,$19.65,10728200,$20.05,$20.26,$19.42
09/17/2024,$20.16,6307585,$20.24,$20.56,$19.92
09/16/2024,$20.09,5981249,$20.45,$20.52,$19.9159
09/13/2024,$20.65,8053728,$20.49,$20.915,$20.34
09/12/2024,$20.40,9567543,$20.47,$20.71,$19.991
09/11/2024,$20.64,28921510,$20.82,$21.09,$19.31
09/10/2024,$23.45,19175490,$24.77,$24.80,$23.132
09/09/2024,$24.25,14064700,$23.24,$25.015,$23.16
09/06/2024,$23.92,23883990,$22.40,$24.48,$21.80
09/05/2024,$22.39,5101162,$22.00,$22.68,$21.6568
09/04/2024,$22.12,6700878,$22.85,$23.71,$22.11
09/03/2024,$23.14,11350530,$24.15,$24.69,$22.82
08/30/2024,$23.42,15680720,$21.82,$23.48,$21.73
08/29/2024,$21.51,10428350,$20.50,$22.45,$20.47
08/28/2024,$19.90,5219461,$20.71,$21.07,$19.88
08/27/2024,$20.74,4118764,$21.06,$21.29,$20.66
08/26/2024,$21.36,4780548,$22.25,$22.39,$21.30
08/23/2024,$22.21,4056656,$22.25,$22.62,$22.18
08/22/2024,$22.12,3382471,$22.50,$22.76,$22.09
08/21/2024,$22.55,3163206,$22.17,$22.65,$22.16
08/20/2024,$22.28,3570256,$22.50,$22.52,$21.96
08/19/2024,$22.66,4543483,$22.35,$23.10,$22.324
08/16/2024,$22.40,3641797,$22.37,$22.69,$22.2376
08/15/2024,$22.53,5361386,$22.25,$22.84,$21.97
08/14/2024,$21.99,3489360,$22.34,$22.73,$21.79
08/13/2024,$22.27,3913677,$21.96,$22.3799,$21.86
08/12/2024,$21.88,4449080,$21.98,$22.27,$21.45
08/09/2024,$21.93,4828921,$21.51,$22.17,$21.46
08/08/2024,$21.75,5439748,$21.01,$21.88,$20.81
08/07/2024,$20.83,6101059,$21.15,$21.46,$20.38
08/06/2024,$21.28,6505327,$21.02,$21.58,$20.26
08/05/2024,$20.65,12205930,$18.83,$20.80,$18.73
08/02/2024,$21.07,9029964,$20.95,$21.61,$20.43
08/01/2024,$21.71,9334381,$22.92,$23.09,$21.56
07/31/2024,$22.67,8005777,$22.86,$23.45,$22.61
07/30/2024,$22.40,9272417,$23.60,$23.89,$22.34
07/29/2024,$23.60,7250207,$24.23,$24.38,$23.54
07/26/2024,$24.13,6833886,$24.28,$24.77,$24.11
07/25/2024,$23.95,8567677,$23.59,$24.5899,$23.36
07/24/2024,$24.01,9549237,$25.15,$25.45,$23.93
07/23/2024,$25.50,7921716,$25.22,$25.68,$24.89
07/22/2024,$25.22,14090400,$24.84,$25.98,$24.38
07/19/2024,$24.97,12763310,$25.55,$26.39,$24.85
07/18/2024,$25.88,16969660,$27.98,$28.382,$25.61
07/17/2024,$27.98,23775050,$28.40,$29.79,$27.24
07/16/2024,$28.54,25594530,$27.75,$28.83,$27.3701
07/15/2024,$27.00,17136420,$25.98,$27.20,$25.651
07/12/2024,$26.05,16238870,$25.76,$26.89,$25.42
07/11/2024,$25.57,13032720,$25.435,$26.02,$25.02
07/10/2024,$24.97,22325380,$25.00,$26.45,$24.90
07/09/2024,$24.60,9523548,$24.60,$25.1799,$24.00
07/08/2024,$24.45,11815530,$24.12,$25.14,$23.85
07/05/2024,$24.18,11782060,$24.18,$25.0799,$23.82
07/03/2024,$24.37,11829530,$24.03,$24.89,$23.65
07/02/2024,$23.98,13703520,$23.24,$24.3199,$23.10
07/01/2024,$23.33,30688980,$23.35,$23.78,$22.31
06/28/2024,$24.69,20212010,$25.02,$26.17,$24.31
06/27/2024,$25.09,34866990,$24.10,$26.69,$24.06
06/26/2024,$24.20,17903020,$24.60,$25.38,$24.04
06/25/2024,$24.93,27625610,$23.60,$24.97,$22.55
06/24/2024,$23.65,22162930,$23.26,$24.83,$23.24
06/21/2024,$23.93,28004000,$25.24,$25.81,$23.51
06/20/2024,$25.59,36029250,$24.25,$25.93,$23.65
06/18/2024,$24.70,38079230,$24.58,$25.97,$23.61
06/17/2024,$25.22,90351900,$28.55,$29.18,$23.79
06/14/2024,$28.70,82874430,$29.23,$30.66,$27.41
06/13/2024,$29.12,107306600,$26.56,$29.58,$25.56
06/12/2024,$25.46,147986700,$29.17,$33.70,$24.83
06/11/2024,$30.49,146914700,$24.40,$30.92,$22.79
06/10/2024,$24.83,131572400,$28.97,$29.34,$23.06
06/07/2024,$28.22,279054400,$37.69,$48.00,$26.12
06/06/2024,$46.55,206685800,$31.57,$47.50,$31.28
06/05/2024,$31.57,73156420,$26.30,$31.84,$26.11
06/04/2024,$26.50,51662130,$26.26,$28.01,$25.20
06/03/2024,$28.00,165808300,$40.19,$40.50,$26.40
05/31/2024,$23.14,22174270,$22.58,$23.72,$21.6802
05/30/2024,$22.61,24508770,$21.02,$22.70,$20.10
05/29/2024,$21.24,26921160,$22.00,$22.98,$21.0501
05/28/2024,$23.78,105077600,$23.10,$26.66,$21.15
05/24/2024,$19.00,43017090,$18.42,$19.68,$17.70
05/23/2024,$18.32,30561060,$21.40,$21.40,$18.26
05/22/2024,$21.12,43521390,$21.56,$22.25,$20.76
05/21/2024,$22.12,49250070,$22.24,$22.85,$20.0401
05/20/2024,$23.14,55261640,$21.54,$23.40,$18.94
05/17/2024,$22.21,96079620,$21.86,$22.41,$19.70
05/16/2024,$27.67,76177580,$33.98,$35.24,$27.59
05/15/2024,$39.55,131790100,$40.31,$42.35,$31.00
05/14/2024,$48.75,206979100,$64.83,$64.83,$36.00
05/13/2024,$30.45,187241700,$26.34,$38.20,$24.77
05/10/2024,$17.46,36831950,$17.93,$20.20,$16.88
05/09/2024,$18.01,25759330,$15.90,$18.51,$15.35
05/08/2024,$15.92,24775090,$16.05,$17.24,$15.3304
05/07/2024,$16.31,24308560,$15.85,$17.29,$14.93
05/06/2024,$16.31,48018670,$14.99,$17.40,$13.6202
05/03/2024,$16.47,36292450,$12.42,$17.45,$12.31
05/02/2024,$12.76,8654774,$11.11,$12.88,$10.96
05/01/2024,$10.91,2659899,$11.03,$11.32,$10.70
04/30/2024,$11.09,2866509,$11.18,$11.30,$10.91
04/29/2024,$11.29,3835686,$11.84,$11.96,$11.175
04/26/2024,$11.90,7685106,$11.18,$12.19,$11.00
04/25/2024,$11.21,4903794,$10.70,$11.21,$10.475
04/24/2024,$10.93,4829577,$10.16,$10.94,$10.16
04/23/2024,$10.16,2511759,$10.05,$10.28,$10.01
04/22/2024,$10.01,3261000,$10.41,$10.445,$10.01
04/19/2024,$10.42,2462726,$10.20,$10.495,$10.20
04/18/2024,$10.31,2175390,$10.32,$10.625,$10.27
04/17/2024,$10.30,2096726,$10.44,$10.59,$10.30
04/16/2024,$10.37,4162126,$10.00,$10.55,$9.95
04/15/2024,$10.06,5086322,$10.81,$10.84,$10.06
04/12/2024,$10.77,3214436,$11.21,$11.23,$10.76
04/11/2024,$11.29,3802099,$10.91,$11.39,$10.80
04/10/2024,$10.85,3546218,$10.90,$11.07,$10.7501
04/09/2024,$11.01,3514403,$10.85,$11.175,$10.73
04/08/2024,$10.83,3659142,$11.30,$11.365,$10.83
04/05/2024,$11.25,4759967,$11.30,$11.50,$10.97
04/04/2024,$11.53,4347040,$11.50,$11.825,$11.3799
04/03/2024,$11.38,4331531,$11.22,$11.50,$10.90
04/02/2024,$11.28,6327692,$11.84,$11.99,$11.26
04/01/2024,$11.99,9207097,$12.63,$12.67,$11.545
03/28/2024,$12.52,8473465,$13.19,$13.19,$12.47
03/27/2024,$13.17,17871310,$13.05,$13.72,$12.80
03/26/2024,$15.50,17245820,$15.15,$15.63,$14.75
03/25/2024,$15.12,10416330,$13.42,$15.1479,$13.3121
03/22/2024,$13.10,4411634,$13.76,$13.95,$13.01
03/21/2024,$13.66,3382799,$13.56,$14.02,$13.48
03/20/2024,$13.48,3921267,$13.47,$13.7897,$13.21
03/19/2024,$13.41,3894727,$13.76,$13.894,$13.30
03/18/2024,$13.91,3490830,$14.25,$14.30,$13.90
03/15/2024,$14.24,4480662,$14.55,$14.83,$14.21
03/14/2024,$14.63,2534219,$14.80,$15.02,$14.40
03/13/2024,$14.87,2898100,$14.69,$15.20,$14.62
03/12/2024,$14.72,2382616,$14.35,$14.835,$14.09
03/11/2024,$14.43,2111889,$14.64,$14.94,$14.36
03/08/2024,$14.65,3169763,$15.40,$15.63,$14.515
03/07/2024,$15.26,2111912,$15.26,$15.51,$15.05
03/06/2024,$15.26,3818096,$15.22,$15.885,$14.94
03/05/2024,$15.00,3152726,$14.95,$15.28,$14.78
03/04/2024,$15.22,4367601,$14.93,$15.5885,$14.83
03/01/2024,$14.95,4899457,$14.18,$15.09,$13.991
02/29/2024,$14.27,2638703,$14.34,$14.65,$14.03
02/28/2024,$14.24,2440715,$14.00,$14.47,$13.89
02/27/2024,$14.21,2795509,$13.70,$14.2901,$13.68
02/26/2024,$13.68,2278614,$13.31,$13.745,$13.20
02/23/2024,$13.51,2319731,$13.30,$13.79,$13.12
02/22/2024,$13.36,1817822,$13.50,$13.65,$13.335
02/21/2024,$13.41,1731270,$13.46,$13.67,$13.2301
02/20/2024,$13.49,3784513,$13.96,$14.0477,$13.16
02/16/2024,$14.12,2301927,$14.46,$14.5334,$14.10
02/15/2024,$14.51,2400542,$14.54,$14.75,$14.23
02/14/2024,$14.41,2504419,$14.33,$14.43,$14.05
02/13/2024,$14.17,3788691,$14.20,$14.3997,$13.765
02/12/2024,$14.73,2750144,$14.58,$15.22,$14.53
02/09/2024,$14.66,3575284,$14.37,$15.23,$14.30
02/08/2024,$14.35,1838274,$14.01,$14.44,$13.89
02/07/2024,$14.07,1947793,$14.12,$14.30,$13.7805
02/06/2024,$14.10,3052466,$13.60,$14.30,$13.43
02/05/2024,$13.46,4361519,$14.50,$14.61,$13.40
02/02/2024,$14.73,2924462,$14.15,$14.92,$14.08
02/01/2024,$14.42,2220154,$14.34,$14.42,$14.02
01/31/2024,$14.23,2684680,$14.40,$14.83,$14.22
01/30/2024,$14.55,1652561,$14.54,$14.82,$14.51
01/29/2024,$14.78,2164235,$14.50,$14.805,$14.315
01/26/2024,$14.49,2288830,$14.44,$14.72,$14.41
01/25/2024,$14.52,3635866,$13.97,$14.5399,$13.92
01/24/2024,$13.95,2513801,$14.28,$14.38,$13.82
01/23/2024,$14.18,3495270,$15.00,$15.0247,$14.05
01/22/2024,$14.90,3606547,$14.50,$15.1619,$14.30
01/19/2024,$14.51,2396197,$14.36,$14.60,$14.085
01/18/2024,$14.29,3906004,$14.20,$14.765,$14.05
01/17/2024,$14.08,2706197,$13.86,$14.11,$13.71
01/16/2024,$13.98,3581167,$14.60,$14.62,$13.93
01/12/2024,$14.75,2479772,$15.30,$15.62,$14.73
01/11/2024,$15.25,2992177,$15.65,$15.80,$15.24
01/10/2024,$15.73,3191714,$15.12,$15.76,$14.97
01/09/2024,$15.16,3105267,$15.59,$15.62,$15.1201
01/08/2024,$15.79,3031109,$15.78,$16.12,$15.70
01/05/2024,$15.96,2619192,$16.16,$16.5199,$15.96
01/04/2024,$16.36,2671512,$16.51,$16.75,$16.31
01/03/2024,$16.69,4193550,$16.30,$16.825,$15.9001
01/02/2024,$16.67,4428020,$17.25,$17.595,$16.58
12/29/2023,$17.53,4536656,$18.04,$18.16,$17.46
12/28/2023,$18.07,3574783,$18.05,$18.3201,$17.85
12/27/2023,$18.37,4800071,$17.43,$18.37,$17.3669
12/26/2023,$17.36,3079617,$16.98,$17.4099,$16.82
12/22/2023,$16.97,3329896,$16.78,$17.20,$16.45
12/21/2023,$16.98,3975273,$17.19,$17.3352,$16.5912
12/20/2023,$16.93,5552971,$17.53,$18.3799,$16.89
12/19/2023,$17.72,5447123,$17.89,$18.59,$17.23
12/18/2023,$17.86,7352153,$17.24,$18.51,$17.10
12/15/2023,$17.26,7119134,$17.40,$17.58,$17.0102
12/14/2023,$17.44,10750750,$17.14,$17.875,$16.80
12/13/2023,$16.69,9086880,$15.22,$16.80,$15.19
12/12/2023,$15.22,4210660,$15.12,$15.36,$14.84
12/11/2023,$15.07,4961223,$15.45,$15.69,$14.975
12/08/2023,$15.55,10401390,$15.83,$16.48,$15.47
12/07/2023,$16.36,19840670,$13.71,$16.52,$13.56
12/06/2023,$14.84,12691340,$15.36,$15.70,$14.64
12/05/2023,$14.91,14220060,$16.47,$16.72,$14.87
12/04/2023,$16.98,20098660,$15.29,$17.41,$14.9119
12/01/2023,$15.30,13378650,$14.52,$15.99,$14.50
11/30/2023,$14.55,16537170,$16.29,$16.33,$14.315
11/29/2023,$16.25,61172840,$15.49,$17.56,$14.70
11/28/2023,$13.49,14192940,$11.90,$13.55,$11.89
11/27/2023,$11.91,3710572,$12.18,$12.33,$11.89
11/24/2023,$12.20,1232474,$12.22,$12.41,$12.175
11/22/2023,$12.29,2362461,$12.56,$12.71,$12.1901
11/21/2023,$12.55,3710097,$12.65,$12.72,$12.255
11/20/2023,$12.80,2301584,$13.00,$13.20,$12.80
11/17/2023,$13.03,3422596,$12.52,$13.055,$12.52
11/16/2023,$12.53,3425773,$13.14,$13.19,$12.52
11/15/2023,$13.27,4121561,$13.15,$13.50,$13.03
11/14/2023,$12.90,5187534,$12.75,$13.39,$12.69
11/13/2023,$12.14,4318457,$12.50,$12.53,$11.825
11/10/2023,$12.54,3875692,$12.81,$12.97,$12.35
11/09/2023,$12.70,2750115,$13.25,$13.3229,$12.70
11/08/2023,$13.28,1705621,$13.51,$13.76,$13.28
11/07/2023,$13.64,2354364,$13.47,$13.79,$13.23
11/06/2023,$13.53,2164399,$13.99,$14.045,$13.485
11/03/2023,$13.87,2966237,$13.90,$14.40,$13.8314
11/02/2023,$13.64,3566585,$13.37,$13.695,$13.275
11/01/2023,$13.01,3430138,$13.78,$13.80,$13.01
10/31/2023,$13.77,4574637,$12.85,$13.90,$12.82
10/30/2023,$12.80,3475939,$13.15,$13.27,$12.59
10/27/2023,$13.12,2481701,$13.51,$13.615,$13.02
10/26/2023,$13.50,2036419,$13.73,$13.80,$13.41
10/25/2023,$13.71,1967280,$14.01,$14.01,$13.605
10/24/2023,$14.04,3738325,$13.59,$14.30,$13.552
10/23/2023,$13.44,2785462,$13.28,$13.59,$13.04
10/20/2023,$13.44,3661770,$13.18,$13.80,$13.12
10/19/2023,$13.16,5808038,$13.80,$13.85,$12.90
10/18/2023,$13.85,4045789,$14.00,$14.25,$13.8101
10/17/2023,$14.12,3842428,$14.25,$14.828,$14.10
10/16/2023,$14.43,3508601,$14.81,$14.93,$14.15
10/13/2023,$14.92,1835601,$14.92,$15.105,$14.78
10/12/2023,$15.09,3180340,$15.77,$15.80,$14.82
10/11/2023,$15.82,2098203,$16.01,$16.085,$15.74
10/10/2023,$16.00,2915872,$15.50,$16.19,$15.40
10/09/2023,$15.40,2276323,$14.77,$15.50,$14.72
10/06/2023,$15.08,2467053,$14.59,$15.255,$14.58
10/05/2023,$14.71,1945094,$14.70,$14.98,$14.58
10/04/2023,$14.87,2586368,$14.77,$14.94,$14.44
10/03/2023,$14.60,4510325,$15.29,$15.29,$14.5681
10/02/2023,$15.39,6087651,$16.30,$16.31,$15.255
09/29/2023,$16.46,3397024,$17.05,$17.26,$16.40
09/28/2023,$16.84,7431938,$18.02,$18.10,$16.44
09/27/2023,$17.15,1681325,$16.87,$17.26,$16.81
09/26/2023,$16.78,2726813,$17.38,$17.8175,$16.78
09/25/2023,$17.67,2181230,$17.00,$17.72,$16.85
09/22/2023,$17.18,2102886,$17.18,$17.35,$17.00
09/21/2023,$17.02,2913533,$17.28,$17.315,$16.65
09/20/2023,$17.52,2134121,$17.63,$17.93,$17.45
09/19/2023,$17.52,2584791,$17.59,$17.635,$17.13
09/18/2023,$17.55,3694591,$17.99,$18.10,$17.35
09/15/2023,$18.22,6166608,$18.36,$18.61,$18.15
09/14/2023,$18.33,3077962,$17.80,$18.52,$17.60
09/13/2023,$17.81,3012556,$17.31,$17.93,$17.27
09/12/2023,$17.23,5179405,$17.53,$18.50,$17.19
09/11/2023,$17.02,3543797,$17.85,$17.85,$16.90
09/08/2023,$17.71,4694034,$18.15,$18.50,$17.35
09/07/2023,$18.89,5021288,$19.13,$19.48,$17.61
09/06/2023,$18.75,6107245,$19.06,$19.15,$18.42
09/05/2023,$19.23,3781292,$18.45,$19.3399,$18.26
09/01/2023,$18.42,2135901,$18.66,$18.73,$18.32
08/31/2023,$18.55,4674143,$18.41,$19.42,$18.15
08/30/2023,$18.37,1884501,$18.20,$18.525,$17.91
08/29/2023,$18.24,2709238,$17.60,$18.55,$17.60
08/28/2023,$17.57,3007418,$17.35,$18.11,$17.25
08/25/2023,$17.13,3423462,$16.50,$17.18,$16.45
08/24/2023,$16.36,3624485,$16.94,$16.98,$16.18
08/23/2023,$16.89,2909054,$17.25,$17.34,$16.88
08/22/2023,$17.26,3791911,$18.62,$18.62,$17.25
08/21/2023,$18.48,2864735,$18.30,$18.8225,$18.20
08/18/2023,$18.36,2029098,$18.18,$18.66,$18.14
08/17/2023,$18.38,2056830,$18.79,$18.81,$18.30
08/16/2023,$18.59,3015627,$19.18,$19.34,$18.55
08/15/2023,$19.33,2290326,$19.77,$19.78,$19.09
08/14/2023,$19.96,3329291,$19.75,$20.01,$19.08
08/11/2023,$20.19,1522912,$20.03,$20.38,$19.97
08/10/2023,$20.19,1432446,$20.00,$20.29,$19.87
08/09/2023,$19.93,2929553,$20.85,$20.85,$19.82
08/08/2023,$20.74,1431250,$20.70,$20.895,$20.28
08/07/2023,$21.07,1441290,$20.90,$21.24,$20.48
08/04/2023,$20.98,2406033,$20.95,$21.89,$20.89
08/03/2023,$20.93,1324938,$20.88,$21.18,$20.74
08/02/2023,$20.83,2630714,$21.15,$21.15,$20.34
08/01/2023,$21.50,2574804,$21.95,$22.00,$21.26
07/31/2023,$22.20,1975391,$22.00,$22.38,$21.8493
07/28/2023,$21.93,2647747,$22.02,$22.49,$21.79
07/27/2023,$22.22,3370913,$22.94,$23.49,$22.1302
07/26/2023,$22.70,1489152,$22.70,$22.99,$22.48
07/25/2023,$22.85,1671991,$23.10,$23.10,$22.53
07/24/2023,$23.04,2970433,$22.42,$23.04,$22.20
07/21/2023,$22.18,3167916,$23.05,$23.22,$22.16
07/20/2023,$22.91,2256659,$23.01,$23.22,$22.66
07/19/2023,$23.17,2250133,$23.42,$23.58,$22.96
07/18/2023,$23.08,2345137,$22.72,$23.80,$22.68
07/17/2023,$22.82,2033970,$22.88,$23.31,$22.70
07/14/2023,$22.97,2178827,$23.49,$23.7184,$22.94
07/13/2023,$23.46,1912157,$23.54,$23.98,$23.42
07/12/2023,$23.44,1742244,$24.25,$24.31,$23.44
07/11/2023,$23.91,3063534,$23.20,$24.44,$23.20
07/10/2023,$23.54,3318214,$22.61,$23.56,$22.00
07/07/2023,$22.71,2447203,$22.97,$23.53,$22.6709
07/06/2023,$22.83,2390303,$23.52,$23.57,$22.82
07/05/2023,$23.90,2268244,$24.64,$24.85,$23.79
07/03/2023,$24.91,1806580,$24.29,$25.11,$24.21
06/30/2023,$24.25,2803299,$24.97,$25.13,$24.25
06/29/2023,$24.90,3101049,$24.96,$25.47,$24.62
06/28/2023,$24.98,3493873,$23.44,$25.10,$23.40
06/27/2023,$23.58,2141510,$23.29,$23.60,$23.00
06/26/2023,$23.02,2525247,$23.38,$24.03,$22.91
