188.0,306.0
188.0,305.0
188.0,302.0
189.0,299.0
189.0,293.0
189.0,288.0
189.0,283.0
189.0,277.0
189.0,271.0
189.0,264.0
190.0,258.0
191.0,255.0
192.0,250.0
192.0,246.0
193.0,241.0
194.0,236.0
194.0,229.0
195.0,222.0
195.0,215.0
195.0,208.0
195.0,202.0
194.0,196.0
193.0,190.0
192.0,186.0
192.0,182.0
192.0,178.0
191.0,173.0
191.0,168.0
191.0,162.0
191.0,157.0
191.0,154.0
191.0,153.0
191.0,152.0
191.0,151.0
191.0,151.0
191.0,152.0
191.0,152.0
188.0,308.0
188.0,308.0
189.0,308.0
193.0,307.0
201.0,305.0
209.0,302.0
216.0,298.0
222.0,295.0
227.0,291.0
232.0,287.0
238.0,282.0
246.0,277.0
254.0,272.0
264.0,267.0
273.0,263.0
280.0,260.0
285.0,258.0
290.0,255.0
293.0,253.0
297.0,251.0
301.0,249.0
305.0,247.0
309.0,245.0
314.0,242.0
317.0,241.0
320.0,240.0
322.0,239.0
324.0,238.0
325.0,237.0
326.0,237.0
328.0,235.0
330.0,235.0
331.0,234.0
331.0,234.0
331.0,234.0
330.0,236.0
328.0,239.0
197.0,311.0
203.0,311.0
212.0,311.0
220.0,311.0
227.0,310.0
235.0,309.0
242.0,308.0
251.0,307.0
262.0,307.0
277.0,307.0
291.0,307.0
306.0,307.0
320.0,307.0
335.0,308.0
345.0,309.0
355.0,310.0
362.0,310.0
367.0,310.0
370.0,310.0
373.0,309.0
377.0,309.0
380.0,309.0
383.0,309.0
386.0,309.0
390.0,309.0
392.0,310.0
391.0,313.0
391.0,313.0
393.0,312.0
395.0,311.0
399.0,309.0
402.0,307.0
407.0,304.0
413.0,301.0
418.0,298.0
422.0,295.0
428.0,292.0
432.0,290.0
435.0,288.0
440.0,286.0
445.0,283.0
450.0,280.0
456.0,276.0
462.0,273.0
467.0,270.0
473.0,267.0
479.0,264.0
485.0,261.0
490.0,258.0
495.0,256.0
499.0,254.0
502.0,253.0
505.0,252.0
507.0,251.0
510.0,250.0
512.0,249.0
515.0,247.0
518.0,246.0
522.0,245.0
526.0,243.0
527.0,242.0
530.0,241.0
530.0,240.0
328.0,233.0
329.0,233.0
332.0,233.0
337.0,234.0
347.0,234.0
357.0,234.0
368.0,234.0
377.0,234.0
384.0,234.0
391.0,234.0
397.0,234.0
403.0,234.0
413.0,234.0
422.0,234.0
430.0,234.0
437.0,234.0
444.0,234.0
450.0,234.0
456.0,234.0
461.0,234.0
467.0,234.0
472.0,234.0
477.0,234.0
482.0,234.0
485.0,234.0
487.0,235.0
490.0,235.0
492.0,236.0
495.0,236.0
499.0,236.0
503.0,236.0
508.0,236.0
512.0,236.0
516.0,236.0
518.0,236.0
520.0,236.0
521.0,236.0
522.0,236.0
522.0,236.0
522.0,237.0
523.0,237.0
526.0,237.0
527.0,237.0
529.0,238.0
528.0,238.0
528.0,238.0
328.0,232.0
329.0,232.0
329.0,231.0
329.0,228.0
330.0,225.0
330.0,222.0
330.0,217.0
330.0,212.0
329.0,207.0
329.0,202.0
328.0,199.0
327.0,195.0
327.0,192.0
327.0,188.0
327.0,184.0
327.0,179.0
327.0,174.0
327.0,170.0
326.0,166.0
326.0,162.0
326.0,159.0
325.0,156.0
325.0,152.0
325.0,149.0
325.0,146.0
325.0,144.0
325.0,141.0
325.0,137.0
325.0,134.0
326.0,130.0
327.0,127.0
327.0,123.0
327.0,120.0
327.0,117.0
327.0,114.0
327.0,111.0
327.0,109.0
327.0,106.0
327.0,104.0
327.0,101.0
327.0,98.0
327.0,95.0
327.0,92.0
327.0,90.0
327.0,87.0
327.0,85.0
327.0,83.0
326.0,81.0
326.0,80.0
326.0,79.0
326.0,77.0
326.0,75.0
325.0,73.0
325.0,71.0
325.0,69.0
325.0,67.0
324.0,66.0
324.0,65.0
324.0,65.0
185.0,148.0
186.0,148.0
186.0,148.0
191.0,147.0
196.0,145.0
200.0,143.0
202.0,142.0
204.0,141.0
206.0,139.0
210.0,137.0
214.0,133.0
218.0,131.0
223.0,129.0
227.0,127.0
233.0,125.0
238.0,122.0
242.0,120.0
245.0,118.0
249.0,116.0
251.0,114.0
253.0,112.0
256.0,111.0
259.0,109.0
262.0,108.0
266.0,106.0
268.0,105.0
269.0,104.0
270.0,103.0
271.0,102.0
272.0,101.0
274.0,100.0
276.0,98.0
277.0,97.0
280.0,95.0
281.0,94.0
284.0,92.0
286.0,90.0
288.0,90.0
290.0,88.0
291.0,87.0
292.0,85.0
295.0,84.0
297.0,82.0
299.0,81.0
300.0,80.0
301.0,79.0
301.0,79.0
302.0,78.0
303.0,77.0
304.0,76.0
305.0,75.0
305.0,75.0
306.0,74.0
307.0,73.0
309.0,72.0
311.0,70.0
313.0,69.0
314.0,69.0
314.0,69.0
315.0,69.0
317.0,68.0
317.0,67.0
318.0,67.0
318.0,67.0
319.0,67.0
320.0,68.0
322.0,69.0
323.0,70.0
325.0,70.0
328.0,70.0
330.0,71.0
331.0,71.0
333.0,71.0
336.0,71.0
339.0,71.0
343.0,71.0
347.0,71.0
351.0,71.0
355.0,71.0
360.0,71.0
365.0,71.0
371.0,71.0
377.0,72.0
382.0,72.0
387.0,72.0
393.0,72.0
397.0,72.0
401.0,72.0
405.0,72.0
409.0,72.0
412.0,72.0
416.0,72.0
420.0,72.0
424.0,73.0
427.0,73.0
430.0,73.0
432.0,73.0
435.0,73.0
438.0,74.0
442.0,74.0
445.0,75.0
448.0,75.0
451.0,75.0
453.0,75.0
456.0,75.0
460.0,75.0
464.0,75.0
467.0,75.0
471.0,76.0
474.0,76.0
478.0,76.0
482.0,76.0
487.0,76.0
490.0,77.0
492.0,77.0
495.0,77.0
498.0,77.0
501.0,78.0
503.0,78.0
505.0,79.0
506.0,79.0
507.0,79.0
509.0,79.0
510.0,80.0
513.0,80.0
516.0,80.0
518.0,80.0
520.0,80.0
521.0,80.0
522.0,80.0
522.0,80.0
522.0,80.0
523.0,80.0
524.0,80.0
525.0,80.0
525.0,81.0
525.0,81.0
525.0,82.0
525.0,83.0
525.0,85.0
525.0,86.0
525.0,87.0
525.0,89.0
524.0,90.0
524.0,92.0
524.0,93.0
523.0,95.0
523.0,97.0
523.0,98.0
523.0,101.0
523.0,103.0
523.0,105.0
523.0,107.0
523.0,108.0
523.0,110.0
523.0,112.0
523.0,114.0
523.0,116.0
523.0,118.0
523.0,120.0
524.0,122.0
524.0,125.0
524.0,127.0
524.0,129.0
524.0,130.0
524.0,132.0
524.0,134.0
524.0,135.0
524.0,137.0
524.0,140.0
525.0,141.0
525.0,144.0
525.0,147.0
525.0,149.0
525.0,151.0
525.0,153.0
525.0,154.0
525.0,156.0
525.0,157.0
525.0,159.0
525.0,161.0
526.0,163.0
526.0,165.0
527.0,167.0
527.0,168.0
527.0,170.0
527.0,172.0
527.0,174.0
527.0,176.0
527.0,178.0
527.0,180.0
527.0,182.0
526.0,184.0
526.0,186.0
526.0,187.0
525.0,189.0
525.0,191.0
525.0,192.0
525.0,194.0
525.0,196.0
525.0,198.0
525.0,200.0
525.0,202.0
525.0,205.0
526.0,207.0
526.0,209.0
526.0,211.0
526.0,213.0
526.0,215.0
526.0,216.0
526.0,217.0
526.0,217.0
526.0,218.0
526.0,218.0
526.0,219.0
526.0,220.0
526.0,221.0
526.0,222.0
526.0,223.0
527.0,225.0
527.0,226.0
527.0,228.0
527.0,229.0
527.0,230.0
527.0,230.0
528.0,232.0
528.0,233.0
528.0,234.0
529.0,234.0
529.0,235.0
529.0,235.0
529.0,235.0
