167.0,298.0
167.0,298.0
168.0,296.0
168.0,292.0
169.0,284.0
169.0,276.0
170.0,265.0
170.0,255.0
171.0,242.0
171.0,231.0
171.0,222.0
172.0,215.0
173.0,210.0
173.0,209.0
173.0,210.0
174.0,210.0
174.0,211.0
175.0,212.0
176.0,218.0
176.0,219.0
177.0,219.0
177.0,220.0
178.0,221.0
180.0,223.0
182.0,226.0
184.0,229.0
187.0,232.0
190.0,235.0
193.0,240.0
197.0,244.0
202.0,247.0
207.0,251.0
212.0,255.0
217.0,257.0
223.0,260.0
233.0,264.0
245.0,268.0
258.0,272.0
271.0,277.0
282.0,281.0
289.0,284.0
293.0,286.0
300.0,289.0
310.0,291.0
322.0,294.0
334.0,297.0
342.0,298.0
347.0,298.0
350.0,298.0
355.0,298.0
364.0,297.0
376.0,295.0
389.0,293.0
399.0,290.0
406.0,287.0
410.0,284.0
412.0,280.0
413.0,276.0
415.0,272.0
418.0,269.0
420.0,265.0
422.0,262.0
423.0,259.0
424.0,257.0
424.0,255.0
425.0,254.0
425.0,252.0
425.0,251.0
425.0,250.0
424.0,248.0
423.0,246.0
421.0,243.0
419.0,241.0
417.0,238.0
414.0,235.0
411.0,233.0
408.0,231.0
405.0,229.0
400.0,227.0
393.0,226.0
386.0,225.0
379.0,224.0
372.0,224.0
365.0,224.0
359.0,223.0
354.0,223.0
349.0,223.0
344.0,223.0
338.0,224.0
330.0,225.0
320.0,226.0
311.0,227.0
303.0,229.0
296.0,230.0
290.0,232.0
282.0,234.0
272.0,237.0
263.0,239.0
255.0,241.0
250.0,243.0
245.0,245.0
242.0,247.0
237.0,250.0
232.0,252.0
225.0,255.0
221.0,257.0
217.0,260.0
214.0,262.0
210.0,266.0
206.0,269.0
203.0,272.0
200.0,275.0
197.0,278.0
195.0,280.0
193.0,282.0
191.0,283.0
189.0,285.0
186.0,288.0
184.0,289.0
183.0,290.0
182.0,291.0
181.0,292.0
179.0,293.0
177.0,295.0
175.0,297.0
173.0,299.0
172.0,301.0
170.0,303.0
167.0,306.0
165.0,308.0
163.0,310.0
162.0,311.0
162.0,311.0
162.0,312.0
395.0,275.0
393.0,275.0
392.0,274.0
389.0,272.0
387.0,271.0
386.0,270.0
386.0,269.0
387.0,269.0
389.0,268.0
390.0,268.0
391.0,268.0
392.0,268.0
392.0,270.0
392.0,272.0
392.0,275.0
391.0,276.0
391.0,277.0
391.0,277.0
390.0,277.0
389.0,277.0
389.0,276.0
389.0,275.0
389.0,274.0
403.0,238.0
403.0,238.0
402.0,238.0
402.0,238.0
401.0,239.0
400.0,239.0
399.0,239.0
399.0,239.0
400.0,239.0
402.0,238.0
405.0,238.0
407.0,237.0
409.0,237.0
409.0,237.0
410.0,237.0
411.0,237.0
412.0,237.0
413.0,237.0
406.0,311.0
406.0,311.0
407.0,312.0
408.0,312.0
410.0,312.0
411.0,313.0
413.0,314.0
415.0,314.0
415.0,315.0
417.0,315.0
419.0,315.0
422.0,316.0
425.0,317.0
427.0,317.0
428.0,318.0
428.0,318.0
429.0,319.0
430.0,320.0
430.0,321.0
430.0,321.0
430.0,321.0
430.0,322.0
431.0,322.0
431.0,322.0
431.0,322.0
431.0,323.0
432.0,323.0
432.0,324.0
433.0,325.0
434.0,327.0
434.0,329.0
435.0,332.0
435.0,335.0
436.0,340.0
437.0,344.0
438.0,347.0
438.0,350.0
439.0,353.0
440.0,355.0
440.0,357.0
441.0,360.0
443.0,362.0
444.0,365.0
445.0,367.0
447.0,369.0
450.0,371.0
453.0,373.0
457.0,375.0
462.0,377.0
469.0,379.0
474.0,380.0
479.0,381.0
485.0,382.0
490.0,383.0
496.0,385.0
501.0,386.0
506.0,387.0
511.0,387.0
515.0,387.0
519.0,387.0
523.0,387.0
527.0,387.0
532.0,386.0
536.0,385.0
539.0,385.0
543.0,383.0
